1	2	3	4	5	6	7	8
hasValue	≥ [s1] grade @NUMBER [e1] hypercholesterolemia	≥ grade @NUMBER [s2] hypercholesterolemia [e2]	lower_bound	clinical_variable	15017_0	15017_1	15017.0
hasValue	≥ [s1] grade @NUMBER [e1] hypertriglyceridemia	≥ grade @NUMBER [s2] hypertriglyceridemia [e2]	lower_bound	clinical_variable	15018_0	15018_1	15018.0
hasValue	[s1] absolute neutrophil count ( anc ) [e1] ≥ @NUMBER ul	absolute neutrophil count ( anc ) ≥ [s2] @NUMBER ul [e2]	clinical_variable	lower_bound	15019_0	15019_1	15019.0
NonRel	eastern cooperative oncology group ( ecog ) performance status ( ps ) [s1] @NUMBER [e1] , @NUMBER , @NUMBER	eastern cooperative oncology group ( ecog ) performance status ( ps ) @NUMBER , @NUMBER , [s2] @NUMBER [e2]	lower_bound	upper_bound	15020_1	15020_2	15020.0
hasValue	history of [s1] congestive heart failure [e1] ≤ @NUMBER months	history of congestive heart failure ≤ [s2] @NUMBER months [e2]	clinical_variable	upper_bound	15021_0	15021_1	15021.0
NonRel	[s1] major surgery [e1] ( i.e. , laparotomy ) , open biopsy , or significant traumatic injury ≤ @NUMBER weeks prior to registration ; minor surgery ≤ @NUMBER weeks prior to registration ; insertion of a vascular access device is not considered major or minor surgery in this regard	major surgery ( i.e. , [s2] laparotomy [e2] ) , open biopsy , or significant traumatic injury ≤ @NUMBER weeks prior to registration ; minor surgery ≤ @NUMBER weeks prior to registration ; insertion of a vascular access device is not considered major or minor surgery in this regard	treatment	treatment	15022_0	15022_1	15022.0
NonRel	major surgery ( i.e. , [s1] laparotomy [e1] ) , open biopsy , or significant traumatic injury ≤ @NUMBER weeks prior to registration ; minor surgery ≤ @NUMBER weeks prior to registration ; insertion of a vascular access device is not considered major or minor surgery in this regard	major surgery ( i.e. , laparotomy ) , [s2] open biopsy [e2] , or significant traumatic injury ≤ @NUMBER weeks prior to registration ; minor surgery ≤ @NUMBER weeks prior to registration ; insertion of a vascular access device is not considered major or minor surgery in this regard	treatment	treatment	15022_1	15022_2	15022.0
NonRel	major surgery ( i.e. , laparotomy ) , [s1] open biopsy [e1] , or significant traumatic injury ≤ @NUMBER weeks prior to registration ; minor surgery ≤ @NUMBER weeks prior to registration ; insertion of a vascular access device is not considered major or minor surgery in this regard	major surgery ( i.e. , laparotomy ) , open biopsy , or significant [s2] traumatic injury [e2] ≤ @NUMBER weeks prior to registration ; minor surgery ≤ @NUMBER weeks prior to registration ; insertion of a vascular access device is not considered major or minor surgery in this regard	treatment	chronic_disease	15022_2	15022_3	15022.0
NonRel	major surgery ( i.e. , laparotomy ) , open biopsy , or significant [s1] traumatic injury [e1] ≤ @NUMBER weeks prior to registration ; minor surgery ≤ @NUMBER weeks prior to registration ; insertion of a vascular access device is not considered major or minor surgery in this regard	major surgery ( i.e. , laparotomy ) , open biopsy , or significant traumatic injury ≤ @NUMBER weeks prior to registration ; [s2] minor surgery [e2] ≤ @NUMBER weeks prior to registration ; insertion of a vascular access device is not considered major or minor surgery in this regard	chronic_disease	treatment	15022_3	15022_5	15022.0
NonRel	major surgery ( i.e. , laparotomy ) , open biopsy , or significant traumatic injury ≤ [s1] @NUMBER weeks prior [e1] to registration ; minor surgery ≤ @NUMBER weeks prior to registration ; insertion of a vascular access device is not considered major or minor surgery in this regard	major surgery ( i.e. , laparotomy ) , open biopsy , or significant traumatic injury ≤ @NUMBER weeks prior to registration ; minor surgery ≤ [s2] @NUMBER weeks prior [e2] to registration ; insertion of a vascular access device is not considered major or minor surgery in this regard	upper_bound	upper_bound	15022_4	15022_6	15022.0
NonRel	major surgery ( i.e. , laparotomy ) , open biopsy , or significant traumatic injury ≤ @NUMBER weeks prior to registration ; [s1] minor surgery [e1] ≤ @NUMBER weeks prior to registration ; insertion of a vascular access device is not considered major or minor surgery in this regard	major surgery ( i.e. , laparotomy ) , open biopsy , or significant traumatic injury ≤ @NUMBER weeks prior to registration ; minor surgery ≤ @NUMBER weeks prior to registration ; insertion of a [s2] vascular access device [e2] is not considered major or minor surgery in this regard	treatment	treatment	15022_5	15022_7	15022.0
NonRel	major surgery ( i.e. , laparotomy ) , open biopsy , or significant traumatic injury ≤ @NUMBER weeks prior to registration ; minor surgery ≤ @NUMBER weeks prior to registration ; insertion of a [s1] vascular access device [e1] is not considered major or minor surgery in this regard	major surgery ( i.e. , laparotomy ) , open biopsy , or significant traumatic injury ≤ @NUMBER weeks prior to registration ; minor surgery ≤ @NUMBER weeks prior to registration ; insertion of a vascular access device is not considered [s2] major or minor surgery [e2] in this regard	treatment	treatment	15022_7	15022_8	15022.0
hasTemp	[s1] myocardial infarction [e1] ≤ @NUMBER months prior to registration	myocardial infarction ≤ [s2] @NUMBER months prior [e2] to registration	chronic_disease	upper_bound	15023_0	15023_1	15023.0
NonRel	[s1] negative serum pregnancy [e1] test done ≤ @NUMBER days prior to registration , for women of childbearing potential only	negative serum pregnancy test done ≤ @NUMBER days prior to registration , for [s2] women [e2] of childbearing potential only	pregnancy	gender	15024_0	15024_2	15024.0
NonRel	patients must have received at least one course of [s1] chemotherapy [e1] consisting of a platinum doublet and must have no acceptable standard treatment options	patients must have received at least one course of chemotherapy consisting of a platinum doublet and must have no acceptable standard [s2] treatment [e2] options	treatment	treatment	15025_1	15025_2	15025.0
hasValue	[s1] platelets ( plt ) [e1] ≥ @NUMBER ul	platelets ( plt ) ≥ [s2] @NUMBER ul [e2]	clinical_variable	lower_bound	15026_0	15026_1	15026.0
hasTemp	[s1] radiation [e1] to ≥ @NUMBER % of bone marrow	radiation to ≥ [s2] @NUMBER % of bone marrow [e2]	treatment	lower_bound	15027_0	15027_1	15027.0
NonRel	[s1] total bilirubin [e1] ≤ @NUMBER x upper limit of normal ( uln ) or direct bilirubin ≤ uln	total bilirubin ≤ @NUMBER x upper limit of normal ( uln ) or [s2] direct bilirubin [e2] ≤ uln	clinical_variable	clinical_variable	15028_0	15028_2	15028.0
NonRel	age ≥ [s1] @NUMBER [e1] and ≤ @NUMBER years	age ≥ @NUMBER and ≤ [s2] @NUMBER years [e2]	lower_bound	upper_bound	15029_1	15029_2	15029.0
NonRel	because no dosing or adverse event data are currently available on the use of [s1] everolimus [e1] in patients < @NUMBER years of age ,	because no dosing or adverse event data are currently available on the use of everolimus in patients < @NUMBER years of [s2] age [e2] ,	treatment	age	15030_0	15030_2	15030.0
NonRel	[s1] inr [e1] ≤ @NUMBER . ( anticoagulation is allowed if target inr ≤ @NUMBER on a stable dose of warfarin or on a stable dose of lmw heparin for > @NUMBER weeks at time of randomization )	inr ≤ @NUMBER . ( [s2] anticoagulation [e2] is allowed if target inr ≤ @NUMBER on a stable dose of warfarin or on a stable dose of lmw heparin for > @NUMBER weeks at time of randomization )	clinical_variable	treatment	15031_0	15031_2	15031.0
NonRel	inr ≤ @NUMBER . ( [s1] anticoagulation [e1] is allowed if target inr ≤ @NUMBER on a stable dose of warfarin or on a stable dose of lmw heparin for > @NUMBER weeks at time of randomization )	inr ≤ @NUMBER . ( anticoagulation is allowed if target inr ≤ @NUMBER on a stable dose of [s2] warfarin [e2] or on a stable dose of lmw heparin for > @NUMBER weeks at time of randomization )	treatment	treatment	15031_2	15031_3	15031.0
NonRel	inr ≤ @NUMBER . ( anticoagulation is allowed if target inr ≤ @NUMBER on a stable dose of [s1] warfarin [e1] or on a stable dose of lmw heparin for > @NUMBER weeks at time of randomization )	inr ≤ @NUMBER . ( anticoagulation is allowed if target inr ≤ @NUMBER on a stable dose of warfarin or on a stable dose of [s2] lmw heparin [e2] for > @NUMBER weeks at time of randomization )	treatment	treatment	15031_3	15031_4	15031.0
NonRel	inr ≤ [s1] @NUMBER [e1] . ( anticoagulation is allowed if target inr ≤ @NUMBER on a stable dose of warfarin or on a stable dose of lmw heparin for > @NUMBER weeks at time of randomization )	inr ≤ @NUMBER . ( anticoagulation is allowed if target inr ≤ @NUMBER on a stable dose of warfarin or on a stable dose of lmw heparin for > [s2] @NUMBER weeks [e2] at time of randomization )	upper_bound	lower_bound	15031_1	15031_5	15031.0
NonRel	[s1] lansky performance score [e1] ( if ≤ @NUMBER years of age ) of ≥ @NUMBER by the time of registration	lansky performance score ( if ≤ @NUMBER years of [s2] age [e2] ) of ≥ @NUMBER by the time of registration	clinical_variable	age	15032_0	15032_2	15032.0
NonRel	lansky performance score ( if ≤ [s1] @NUMBER years [e1] of age ) of ≥ @NUMBER by the time of registration	lansky performance score ( if ≤ @NUMBER years of age ) of ≥ [s2] @NUMBER [e2] by the time of registration	upper_bound	lower_bound	15032_1	15032_3	15032.0
NonRel	patients must have adequate bone marrow function ( [s1] anc [e1] ≥ @NUMBER / mm3 , platelet count of ≥ @NUMBER / mm3 , and hemoglobin ≥ @NUMBER gm / dl ) before starting therapy	patients must have adequate bone marrow function ( anc ≥ @NUMBER / mm3 , [s2] platelet count [e2] of ≥ @NUMBER / mm3 , and hemoglobin ≥ @NUMBER gm / dl ) before starting therapy	clinical_variable	clinical_variable	15033_0	15033_2	15033.0
NonRel	patients must have adequate bone marrow function ( anc ≥ [s1] @NUMBER / mm3 [e1] , platelet count of ≥ @NUMBER / mm3 , and hemoglobin ≥ @NUMBER gm / dl ) before starting therapy	patients must have adequate bone marrow function ( anc ≥ @NUMBER / mm3 , platelet count of ≥ [s2] @NUMBER / mm3 [e2] , and hemoglobin ≥ @NUMBER gm / dl ) before starting therapy	lower_bound	lower_bound	15033_1	15033_3	15033.0
NonRel	patients must have adequate bone marrow function ( anc ≥ @NUMBER / mm3 , [s1] platelet count [e1] of ≥ @NUMBER / mm3 , and hemoglobin ≥ @NUMBER gm / dl ) before starting therapy	patients must have adequate bone marrow function ( anc ≥ @NUMBER / mm3 , platelet count of ≥ @NUMBER / mm3 , and [s2] hemoglobin [e2] ≥ @NUMBER gm / dl ) before starting therapy	clinical_variable	clinical_variable	15033_2	15033_4	15033.0
NonRel	patients must have adequate bone marrow function ( anc ≥ @NUMBER / mm3 , platelet count of ≥ [s1] @NUMBER / mm3 [e1] , and hemoglobin ≥ @NUMBER gm / dl ) before starting therapy	patients must have adequate bone marrow function ( anc ≥ @NUMBER / mm3 , platelet count of ≥ @NUMBER / mm3 , and hemoglobin ≥ [s2] @NUMBER gm / dl [e2] ) before starting therapy	lower_bound	lower_bound	15033_3	15033_5	15033.0
NonRel	patients must have adequate bone marrow function ( anc ≥ @NUMBER / mm3 , platelet count of ≥ @NUMBER / mm3 , and [s1] hemoglobin [e1] ≥ @NUMBER gm / dl ) before starting therapy	patients must have adequate bone marrow function ( anc ≥ @NUMBER / mm3 , platelet count of ≥ @NUMBER / mm3 , and hemoglobin ≥ @NUMBER gm / dl ) before starting [s2] therapy [e2]	clinical_variable	treatment	15033_4	15033_6	15033.0
NonRel	patients must have adequate liver function ( [s1] sgpt / alt [e1] ≤ @NUMBER times uln and bilirubin ≤ @NUMBER times uln ) before starting therapy	patients must have adequate liver function ( sgpt / alt ≤ @NUMBER times uln and [s2] bilirubin [e2] ≤ @NUMBER times uln ) before starting therapy	clinical_variable	clinical_variable	15034_0	15034_2	15034.0
NonRel	patients must have adequate liver function ( sgpt / alt ≤ [s1] @NUMBER times uln [e1] and bilirubin ≤ @NUMBER times uln ) before starting therapy	patients must have adequate liver function ( sgpt / alt ≤ @NUMBER times uln and bilirubin ≤ [s2] @NUMBER times uln [e2] ) before starting therapy	upper_bound	upper_bound	15034_1	15034_3	15034.0
NonRel	patients must have adequate liver function ( sgpt / alt ≤ @NUMBER times uln and [s1] bilirubin [e1] ≤ @NUMBER times uln ) before starting therapy	patients must have adequate liver function ( sgpt / alt ≤ @NUMBER times uln and bilirubin ≤ @NUMBER times uln ) before starting [s2] therapy [e2]	clinical_variable	treatment	15034_2	15034_4	15034.0
NonRel	patients must have adequate renal function ( [s1] serum creatinine [e1] ≤ @NUMBER times institutional uln for age or gfr ≥ @NUMBER ml / min / @NUMBER m2 ) before starting therapy	patients must have adequate renal function ( serum creatinine ≤ @NUMBER times institutional uln for [s2] age [e2] or gfr ≥ @NUMBER ml / min / @NUMBER m2 ) before starting therapy	clinical_variable	age	15035_0	15035_2	15035.0
NonRel	patients must have adequate renal function ( serum creatinine ≤ @NUMBER times institutional uln for [s1] age [e1] or gfr ≥ @NUMBER ml / min / @NUMBER m2 ) before starting therapy	patients must have adequate renal function ( serum creatinine ≤ @NUMBER times institutional uln for age or [s2] gfr [e2] ≥ @NUMBER ml / min / @NUMBER m2 ) before starting therapy	age	clinical_variable	15035_2	15035_3	15035.0
NonRel	patients must have adequate renal function ( serum creatinine ≤ [s1] @NUMBER times institutional uln [e1] for age or gfr ≥ @NUMBER ml / min / @NUMBER m2 ) before starting therapy	patients must have adequate renal function ( serum creatinine ≤ @NUMBER times institutional uln for age or gfr ≥ [s2] @NUMBER ml / min / @NUMBER m2 [e2] ) before starting therapy	upper_bound	lower_bound	15035_1	15035_4	15035.0
NonRel	patients must have adequate renal function ( serum creatinine ≤ @NUMBER times institutional uln for age or [s1] gfr [e1] ≥ @NUMBER ml / min / @NUMBER m2 ) before starting therapy	patients must have adequate renal function ( serum creatinine ≤ @NUMBER times institutional uln for age or gfr ≥ @NUMBER ml / min / @NUMBER m2 ) before starting [s2] therapy [e2]	clinical_variable	treatment	15035_3	15035_5	15035.0
NonRel	patients must have [s1] cholesterol level [e1] < @NUMBER mg / dl and triglycerides < @NUMBER mg / dl before starting therapy	patients must have cholesterol level < @NUMBER mg / dl and [s2] triglycerides [e2] < @NUMBER mg / dl before starting therapy	clinical_variable	clinical_variable	15036_0	15036_2	15036.0
NonRel	patients must have cholesterol level < [s1] @NUMBER mg / dl [e1] and triglycerides < @NUMBER mg / dl before starting therapy	patients must have cholesterol level < @NUMBER mg / dl and triglycerides < [s2] @NUMBER mg / dl [e2] before starting therapy	upper_bound	upper_bound	15036_1	15036_3	15036.0
NonRel	patients must have cholesterol level < @NUMBER mg / dl and [s1] triglycerides [e1] < @NUMBER mg / dl before starting therapy	patients must have cholesterol level < @NUMBER mg / dl and triglycerides < @NUMBER mg / dl before starting [s2] therapy [e2]	clinical_variable	treatment	15036_2	15036_4	15036.0
NonRel	patients must have measurable disease , defined as at least [s1] one [e1] lesion that can be accurately measured in at least two dimensions on mri	patients must have measurable disease , defined as at least one lesion that can be accurately measured in at least [s2] two [e2] dimensions on mri	lower_bound	lower_bound	15037_0	15037_2	15037.0
NonRel	patients must have measurable disease , defined as at least one [s1] lesion [e1] that can be accurately measured in at least two dimensions on mri	patients must have measurable disease , defined as at least one lesion that can be accurately measured in at least two dimensions on [s2] mri [e2]	clinical_variable	treatment	15037_1	15037_3	15037.0
NonRel	patients must have radiographic progressive or recurrent confirmed who [s1] grade i [e1] or ii astrocytomas , that was confirmed histologically	patients must have radiographic progressive or recurrent confirmed who grade i or [s2] ii [e2] astrocytomas , that was confirmed histologically	lower_bound	upper_bound	15038_0	15038_1	15038.0
NonRel	patients must have received their last dose of myelosuppressive anticancer chemotherapy at least [s1] three ( @NUMBER ) weeks prior [e1] to study registration or at least six ( @NUMBER ) weeks of nitrosourea	patients must have received their last dose of myelosuppressive anticancer chemotherapy at least three ( @NUMBER ) weeks prior to study registration or at least [s2] six ( @NUMBER ) weeks [e2] of nitrosourea	lower_bound	lower_bound	15039_1	15039_2	15039.0
NonRel	patients must have received their last dose of [s1] myelosuppressive anticancer chemotherapy [e1] at least three ( @NUMBER ) weeks prior to study registration or at least six ( @NUMBER ) weeks of nitrosourea	patients must have received their last dose of myelosuppressive anticancer chemotherapy at least three ( @NUMBER ) weeks prior to study registration or at least six ( @NUMBER ) weeks of [s2] nitrosourea [e2]	treatment	treatment	15039_0	15039_3	15039.0
hasValue	patients must have received their last dose of other investigational or [s1] biological agent [e1] > @NUMBER days prior to study entry	patients must have received their last dose of other investigational or biological agent > [s2] @NUMBER days prior [e2] to study entry	clinical_variable	upper_bound	15040_0	15040_1	15040.0
NonRel	patients must have received their last fraction of [s1] craniospinal [e1] or focal radiation to primary tumor or other sites > @NUMBER weeks ( @NUMBER months ) prior to registration	patients must have received their last fraction of craniospinal or [s2] focal radiation [e2] to primary tumor or other sites > @NUMBER weeks ( @NUMBER months ) prior to registration	treatment	treatment	15041_0	15041_1	15041.0
NonRel	patients must have received their last fraction of craniospinal or [s1] focal radiation [e1] to primary tumor or other sites > @NUMBER weeks ( @NUMBER months ) prior to registration	patients must have received their last fraction of craniospinal or focal radiation to [s2] primary tumor [e2] or other sites > @NUMBER weeks ( @NUMBER months ) prior to registration	treatment	cancer	15041_1	15041_2	15041.0
hasTemp	patients should not receive [s1] immunization with attenuated live vaccines [e1] within one week of study entry or during study period	patients should not receive immunization with attenuated live vaccines within [s2] one week [e2] of study entry or during study period	treatment	upper_bound	15042_0	15042_1	15042.0
NonRel	[s1] aspartate aminotransferase ( ast ) [e1] and alanine aminotransferase ( alt ) < @NUMBER times upper limit of normal ( uln )	aspartate aminotransferase ( ast ) and [s2] alanine aminotransferase ( alt ) [e2] < @NUMBER times upper limit of normal ( uln )	clinical_variable	clinical_variable	15043_0	15043_1	15043.0
NonRel	at least one [s1] solid liver lesion [e1] or vascular tumor thrombosis ( involving portal vein , inferior vena cava [ ivc ] and / or hepatic vein ) > @NUMBER cm with arterial enhancement and delayed washout on multi-phasic computerized tomography ( ct ) or magnetic resonance imaging ( mri ) in the setting of cirrhosis or chronic hepatitis b or c without cirrhosis	at least one solid liver lesion or [s2] vascular tumor thrombosis [e2] ( involving portal vein , inferior vena cava [ ivc ] and / or hepatic vein ) > @NUMBER cm with arterial enhancement and delayed washout on multi-phasic computerized tomography ( ct ) or magnetic resonance imaging ( mri ) in the setting of cirrhosis or chronic hepatitis b or c without cirrhosis	cancer	cancer	15044_1	15044_2	15044.0
NonRel	at least [s1] one [e1] solid liver lesion or vascular tumor thrombosis ( involving portal vein , inferior vena cava [ ivc ] and / or hepatic vein ) > @NUMBER cm with arterial enhancement and delayed washout on multi-phasic computerized tomography ( ct ) or magnetic resonance imaging ( mri ) in the setting of cirrhosis or chronic hepatitis b or c without cirrhosis	at least one solid liver lesion or vascular tumor thrombosis ( involving portal vein , inferior vena cava [ ivc ] and / or hepatic vein ) > [s2] @NUMBER cm [e2] with arterial enhancement and delayed washout on multi-phasic computerized tomography ( ct ) or magnetic resonance imaging ( mri ) in the setting of cirrhosis or chronic hepatitis b or c without cirrhosis	lower_bound	lower_bound	15044_0	15044_3	15044.0
NonRel	at least one solid liver lesion or [s1] vascular tumor thrombosis [e1] ( involving portal vein , inferior vena cava [ ivc ] and / or hepatic vein ) > @NUMBER cm with arterial enhancement and delayed washout on multi-phasic computerized tomography ( ct ) or magnetic resonance imaging ( mri ) in the setting of cirrhosis or chronic hepatitis b or c without cirrhosis	at least one solid liver lesion or vascular tumor thrombosis ( involving portal vein , inferior vena cava [ ivc ] and / or hepatic vein ) > @NUMBER cm with arterial enhancement and delayed washout on [s2] multi-phasic computerized tomography ( ct ) [e2] or magnetic resonance imaging ( mri ) in the setting of cirrhosis or chronic hepatitis b or c without cirrhosis	cancer	treatment	15044_2	15044_4	15044.0
NonRel	at least one solid liver lesion or vascular tumor thrombosis ( involving portal vein , inferior vena cava [ ivc ] and / or hepatic vein ) > @NUMBER cm with arterial enhancement and delayed washout on [s1] multi-phasic computerized tomography ( ct ) [e1] or magnetic resonance imaging ( mri ) in the setting of cirrhosis or chronic hepatitis b or c without cirrhosis	at least one solid liver lesion or vascular tumor thrombosis ( involving portal vein , inferior vena cava [ ivc ] and / or hepatic vein ) > @NUMBER cm with arterial enhancement and delayed washout on multi-phasic computerized tomography ( ct ) or [s2] magnetic resonance imaging ( mri ) [e2] in the setting of cirrhosis or chronic hepatitis b or c without cirrhosis	treatment	treatment	15044_4	15044_5	15044.0
NonRel	at least one solid liver lesion or vascular tumor thrombosis ( involving portal vein , inferior vena cava [ ivc ] and / or hepatic vein ) > @NUMBER cm with arterial enhancement and delayed washout on multi-phasic computerized tomography ( ct ) or [s1] magnetic resonance imaging ( mri ) [e1] in the setting of cirrhosis or chronic hepatitis b or c without cirrhosis	at least one solid liver lesion or vascular tumor thrombosis ( involving portal vein , inferior vena cava [ ivc ] and / or hepatic vein ) > @NUMBER cm with arterial enhancement and delayed washout on multi-phasic computerized tomography ( ct ) or magnetic resonance imaging ( mri ) in the setting of [s2] cirrhosis [e2] or chronic hepatitis b or c without cirrhosis	treatment	chronic_disease	15044_5	15044_6	15044.0
NonRel	at least one solid liver lesion or vascular tumor thrombosis ( involving portal vein , inferior vena cava [ ivc ] and / or hepatic vein ) > @NUMBER cm with arterial enhancement and delayed washout on multi-phasic computerized tomography ( ct ) or magnetic resonance imaging ( mri ) in the setting of [s1] cirrhosis [e1] or chronic hepatitis b or c without cirrhosis	at least one solid liver lesion or vascular tumor thrombosis ( involving portal vein , inferior vena cava [ ivc ] and / or hepatic vein ) > @NUMBER cm with arterial enhancement and delayed washout on multi-phasic computerized tomography ( ct ) or magnetic resonance imaging ( mri ) in the setting of cirrhosis or [s2] chronic hepatitis b or c [e2] without cirrhosis	chronic_disease	chronic_disease	15044_6	15044_7	15044.0
hasValue	[s1] child-pugh score [e1] a within @NUMBER days prior to study entry	child-pugh score a within [s2] @NUMBER days prior [e2] to study entry	clinical_variable	upper_bound	15046_0	15046_1	15046.0
NonRel	[s1] extrahepatic metastases [e1] or malignant nodes ( that enhance with typical features of hcc ) > @NUMBER cm , in sum of maximal diameters ( e.g . presence of one @NUMBER cm metastatic lymph node or two @NUMBER cm lung lesions )	extrahepatic metastases or [s2] malignant nodes [e2] ( that enhance with typical features of hcc ) > @NUMBER cm , in sum of maximal diameters ( e.g . presence of one @NUMBER cm metastatic lymph node or two @NUMBER cm lung lesions )	cancer	cancer	15047_0	15047_1	15047.0
NonRel	extrahepatic metastases or [s1] malignant nodes [e1] ( that enhance with typical features of hcc ) > @NUMBER cm , in sum of maximal diameters ( e.g . presence of one @NUMBER cm metastatic lymph node or two @NUMBER cm lung lesions )	extrahepatic metastases or malignant nodes ( that enhance with typical features of [s2] hcc [e2] ) > @NUMBER cm , in sum of maximal diameters ( e.g . presence of one @NUMBER cm metastatic lymph node or two @NUMBER cm lung lesions )	cancer	clinical_variable	15047_1	15047_2	15047.0
NonRel	extrahepatic metastases or malignant nodes ( that enhance with typical features of [s1] hcc [e1] ) > @NUMBER cm , in sum of maximal diameters ( e.g . presence of one @NUMBER cm metastatic lymph node or two @NUMBER cm lung lesions )	extrahepatic metastases or malignant nodes ( that enhance with typical features of hcc ) > @NUMBER cm , in sum of maximal diameters ( e.g . presence of one @NUMBER cm [s2] metastatic lymph node [e2] or two @NUMBER cm lung lesions )	clinical_variable	cancer	15047_2	15047_4	15047.0
NonRel	extrahepatic metastases or malignant nodes ( that enhance with typical features of hcc ) > @NUMBER cm , in sum of maximal diameters ( e.g . presence of one @NUMBER cm [s1] metastatic lymph node [e1] or two @NUMBER cm lung lesions )	extrahepatic metastases or malignant nodes ( that enhance with typical features of hcc ) > @NUMBER cm , in sum of maximal diameters ( e.g . presence of one @NUMBER cm metastatic lymph node or two @NUMBER cm [s2] lung lesions [e2] )	cancer	cancer	15047_4	15047_5	15047.0
NonRel	for patients whose current disease is vascular only : enhancing [s1] vascular thrombosis [e1] ( involving portal vein , ivc and / or hepatic vein ) demonstrating early arterial enhancement and delayed washout on multi-phasic ct or mri in a patient with known hcc ( diagnosed previously < @NUMBER days ) using the above criteria	for patients whose current disease is vascular only : enhancing vascular thrombosis ( involving portal vein , ivc and / or hepatic vein ) demonstrating early arterial enhancement and delayed washout on multi-phasic [s2] ct [e2] or mri in a patient with known hcc ( diagnosed previously < @NUMBER days ) using the above criteria	chronic_disease	treatment	15048_0	15048_1	15048.0
NonRel	for patients whose current disease is vascular only : enhancing vascular thrombosis ( involving portal vein , ivc and / or hepatic vein ) demonstrating early arterial enhancement and delayed washout on multi-phasic [s1] ct [e1] or mri in a patient with known hcc ( diagnosed previously < @NUMBER days ) using the above criteria	for patients whose current disease is vascular only : enhancing vascular thrombosis ( involving portal vein , ivc and / or hepatic vein ) demonstrating early arterial enhancement and delayed washout on multi-phasic ct or [s2] mri [e2] in a patient with known hcc ( diagnosed previously < @NUMBER days ) using the above criteria	treatment	treatment	15048_1	15048_2	15048.0
NonRel	for patients whose current disease is vascular only : enhancing vascular thrombosis ( involving portal vein , ivc and / or hepatic vein ) demonstrating early arterial enhancement and delayed washout on multi-phasic ct or [s1] mri [e1] in a patient with known hcc ( diagnosed previously < @NUMBER days ) using the above criteria	for patients whose current disease is vascular only : enhancing vascular thrombosis ( involving portal vein , ivc and / or hepatic vein ) demonstrating early arterial enhancement and delayed washout on multi-phasic ct or mri in a patient with known [s2] hcc [e2] ( diagnosed previously < @NUMBER days ) using the above criteria	treatment	cancer	15048_2	15048_3	15048.0
NonRel	[s1] hiv [e1] positive with cd4 count < ( @NUMBER ) cells / microliter	hiv positive with [s2] cd4 count [e2] < ( @NUMBER ) cells / microliter	chronic_disease	clinical_variable	15049_0	15049_1	15049.0
hasValue	[s1] hemoglobin [e1] ≥ @NUMBER g / dl	hemoglobin ≥ [s2] @NUMBER g / dl [e2]	clinical_variable	lower_bound	15050_0	15050_1	15050.0
hasValue	maximal diameter of any one [s1] hepatocellular carcinoma [e1] > @NUMBER cm	maximal diameter of any one hepatocellular carcinoma > [s2] @NUMBER cm [e2]	clinical_variable	lower_bound	15051_0	15051_1	15051.0
NonRel	measureable [s1] hepatic disease [e1] and / or presence of vascular tumor thrombosis ( involving portal vein , ivc and / or hepatic vein ) which may not be measureable as per response evaluation criteria in solid tumors ( recist ) on liver ct or mri , within @NUMBER days of registration	measureable hepatic disease and / or presence of vascular [s2] tumor [e2] thrombosis ( involving portal vein , ivc and / or hepatic vein ) which may not be measureable as per response evaluation criteria in solid tumors ( recist ) on liver ct or mri , within @NUMBER days of registration	treatment	cancer	15052_0	15052_1	15052.0
NonRel	measureable hepatic disease and / or presence of vascular [s1] tumor [e1] thrombosis ( involving portal vein , ivc and / or hepatic vein ) which may not be measureable as per response evaluation criteria in solid tumors ( recist ) on liver ct or mri , within @NUMBER days of registration	measureable hepatic disease and / or presence of vascular tumor thrombosis ( involving portal vein , ivc and / or hepatic vein ) which may not be measureable as per response evaluation criteria in solid tumors ( recist ) on liver [s2] ct [e2] or mri , within @NUMBER days of registration	cancer	treatment	15052_1	15052_2	15052.0
NonRel	measureable hepatic disease and / or presence of vascular tumor thrombosis ( involving portal vein , ivc and / or hepatic vein ) which may not be measureable as per response evaluation criteria in solid tumors ( recist ) on liver [s1] ct [e1] or mri , within @NUMBER days of registration	measureable hepatic disease and / or presence of vascular tumor thrombosis ( involving portal vein , ivc and / or hepatic vein ) which may not be measureable as per response evaluation criteria in solid tumors ( recist ) on liver ct or [s2] mri [e2] , within @NUMBER days of registration	treatment	treatment	15052_2	15052_3	15052.0
NonRel	patients must have a diagnosis of hcc by at least [s1] one [e1] criterion listed below within @NUMBER days prior to study entry	patients must have a diagnosis of hcc by at least one criterion listed below within [s2] @NUMBER days prior [e2] to study entry	lower_bound	upper_bound	15054_1	15054_2	15054.0
hasValue	[s1] platelets [e1] ≥ @NUMBER cells / mm^3	platelets ≥ [s2] @NUMBER cells / mm^3 [e2]	clinical_variable	lower_bound	15055_0	15055_1	15055.0
NonRel	prior invasive [s1] malignancy [e1] ( except non-melanomatous skin cancer and t1 renal cell carcinoma ) unless disease free for a minimum of @NUMBER years	prior invasive malignancy ( except [s2] non-melanomatous skin cancer [e2] and t1 renal cell carcinoma ) unless disease free for a minimum of @NUMBER years	cancer	cancer	15056_0	15056_1	15056.0
